id,gender,masterCategory,subCategory,baseColour,season,year,usage,filename
249,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/249_2.jpg
249,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/249_3.jpg
250,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/250_1.jpg
250,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/250_2.jpg
250,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/250_3.jpg
250,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/250_4.jpg
250,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/250_5.jpg
251,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/251_1.jpg
251,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/251_2.jpg
251,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/251_3.jpg
251,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/251_4.jpg
252,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/252_1.jpg
252,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/252_2.jpg
253,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/253_1.jpg
253,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/253_2.jpg
254,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/254_1.jpg
254,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/254_2.jpg
254,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/254_3.jpg
255,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/255_1.jpg
255,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/255_2.jpg
256,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/256_1.jpg
256,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/256_2.jpg
257,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/257_1.jpg
257,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/257_2.jpg
258,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/258_1.jpg
258,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/258_2.jpg
259,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/259_1.jpg
259,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/259_2.jpg
259,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/259_3.jpg
259,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/259_4.jpg
259,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/259_5.jpg
260,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/260_1.jpg
260,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/260_2.jpg
260,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/260_3.jpg
261,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/261_1.jpg
261,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/261_2.jpg
261,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/261_3.jpg
261,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/261_4.jpg
262,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/262_1.jpg
262,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/262_2.jpg
262,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/262_3.jpg
262,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/262_4.jpg
263,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/263_1.jpg
263,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/263_2.jpg
263,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/263_3.jpg
264,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/264_1.jpg
264,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/264_2.jpg
264,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/264_3.jpg
265,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/265_1.jpg
265,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/265_2.jpg
265,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/265_3.jpg
265,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/265_4.jpg
266,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/266_1.jpg
266,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/266_2.jpg
266,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/266_3.jpg
267,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/267_1.jpg
267,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/267_2.jpg
267,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/267_3.jpg
267,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/267_4.jpg
267,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/267_5.jpg
267,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/267_6.jpg
268,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/268_1.jpg
268,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/268_2.jpg
268,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/268_3.jpg
269,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/269_1.jpg
269,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/269_2.jpg
269,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/269_3.jpg
270,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/270_1.jpg
270,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/270_2.jpg
270,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/270_3.jpg
271,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/271_1.jpg
271,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/271_2.jpg
271,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/271_3.jpg
271,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/271_4.jpg
272,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/272_1.jpg
272,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/272_2.jpg
272,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/272_3.jpg
272,women,pantss,pantss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/pants/272_4.jpg
272,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/272_5.jpg
273,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/273_1.jpg
273,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/273_2.jpg
273,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/273_3.jpg
274,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/274_1.jpg
274,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/274_2.jpg
274,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/274_3.jpg
274,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/274_4.jpg
275,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/275_1.jpg
275,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/275_2.jpg
275,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/275_3.jpg
275,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/275_4.jpg
276,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/276_1.jpg
276,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/276_2.jpg
276,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/276_3.jpg
277,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/277_1.jpg
277,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/277_2.jpg
277,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/277_3.jpg
277,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/277_4.jpg
277,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/277_5.jpg
277,women,sunglasss,sunglasss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/sunglass/277_6.jpg
277,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/277_7.jpg
278,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/278_1.jpg
278,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/278_2.jpg
278,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/278_3.jpg
279,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/279_1.jpg
279,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/279_2.jpg
280,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/280_1.jpg
280,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/280_2.jpg
281,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/281_1.jpg
281,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/281_2.jpg
281,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/281_3.jpg
282,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/282_1.jpg
282,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/282_2.jpg
283,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/283_1.jpg
283,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/283_2.jpg
284,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/284_1.jpg
284,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/284_2.jpg
285,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/285_1.jpg
285,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/285_2.jpg
286,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/286_1.jpg
286,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/286_2.jpg
287,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/287_1.jpg
287,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/287_2.jpg
288,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/288_1.jpg
288,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/288_2.jpg
289,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/289_1.jpg
289,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/289_2.jpg
290,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/290_1.jpg
290,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/290_2.jpg
291,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/291_1.jpg
291,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/291_2.jpg
292,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/292_1.jpg
292,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/292_2.jpg
292,women,sunglasss,sunglasss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/sunglass/292_3.jpg
292,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/292_4.jpg
293,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/293_1.jpg
293,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/293_2.jpg
293,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/293_3.jpg
293,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/293_4.jpg
294,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/294_1.jpg
294,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/294_2.jpg
294,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/294_3.jpg
295,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/295_1.jpg
295,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/295_2.jpg
295,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/295_3.jpg
296,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/296_1.jpg
296,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/296_2.jpg
296,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/296_3.jpg
297,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/297_1.jpg
297,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/297_2.jpg
298,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/298_1.jpg
298,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/298_2.jpg
298,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/298_3.jpg
299,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/299_1.jpg
300,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/300_1.jpg
300,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/300_2.jpg
300,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/300_3.jpg
300,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/300_4.jpg
301,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/301_1.jpg
301,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/301_2.jpg
302,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/302_1.jpg
302,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/302_2.jpg
303,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/303_1.jpg
